date,state,cases,deaths
2021-06-10,CA,1132,14
2020-06-06,NH,66,5
2020-08-25,ND,238,0
2021-08-15,ND,53,0
2021-05-13,NH,211,4
2020-11-30,ME,468,23
2020-08-01,IN,968,13
2020-06-10,ID,40,0
2020-03-24,VT,18,2
2021-03-29,ID,335,3
2021-08-19,AL,4233,11
2020-09-15,MD,643,9
2020-06-05,CA,3411,85
2020-02-14,CT,0,0
2020-11-05,WA,1126,15
2020-12-10,ND,506,27
2021-05-27,MD,248,11
2020-07-16,MO,1061,7
2020-11-01,MT,694,1
2021-02-07,VT,130,1
2020-01-22,CA,0,0
2020-08-31,AL,1423,24
2021-04-09,AL,435,12
2021-02-25,ND,90,1
2020-12-17,ID,1426,28
2020-10-18,ID,510,-1
2020-10-02,IL,2456,52
2020-09-16,NE,422,3
2020-06-21,CA,6906,80
2021-02-14,NH,280,3
2020-03-22,MO,75,2
2021-04-12,CA,1973,35
2020-06-12,NV,261,-14
2021-05-23,VT,22,0
2020-12-06,WA,1742,0
2020-06-27,WI,559,11
2020-12-25,GU,0,0
2021-02-03,AL,1743,56
2020-02-10,NH,0,0
2020-05-30,NV,145,2
2021-08-14,MD,434,2
2020-10-30,VT,19,0
2020-12-02,CT,2672,51
2020-12-14,ID,1038,19
2020-11-17,MO,5853,62
2021-07-29,MO,4217,8
2020-06-05,WI,357,7
2020-08-03,MI,1669,9
2020-05-26,IN,363,24
2021-04-12,MI,8115,56
2020-07-26,MT,39,1
2021-02-04,MI,1276,48
2020-03-01,IN,0,0
2020-09-10,VI,4,0
2021-06-13,NV,146,0
2020-08-06,WI,875,8
2021-03-16,WA,653,14
2021-06-26,VI,5,0
2021-07-09,GU,7,0
2020-05-10,WI,280,2
2021-01-12,DE,750,5
2020-02-08,IL,0,0
2021-08-10,NH,88,2
2021-08-09,DE,195,0
2020-04-10,VT,47,2
2021-05-10,ID,114,0
2021-06-16,MO,724,3
2021-02-19,CA,5407,235
2021-02-05,VT,102,1
2020-06-28,ID,0,0
2020-09-28,ME,37,0
2021-08-02,NC,2316,12
2021-08-31,WA,3279,40
2020-09-09,ND,333,3
2020-10-06,WA,415,7
2020-03-03,GU,0,0
2020-06-28,NE,97,0
2021-06-14,IN,55,3
2020-02-20,MS,0,0
2020-03-14,NE,2,0
2020-03-16,DE,1,0
2021-01-27,NE,655,12
2021-06-13,VT,6,0
2020-12-26,CT,0,0
2020-02-17,WA,0,0
2020-03-04,MD,0,0
2021-04-30,NE,193,1
2020-12-30,ND,294,10
2020-08-24,MI,1534,9
2020-09-30,NH,33,0
2020-07-31,IL,1980,22
2020-08-15,MI,890,10
2020-09-07,CA,2323,86
2020-06-30,NV,553,-7
2021-06-29,ND,27,0
2021-06-06,VT,10,0
2021-06-25,AL,211,6
2020-12-03,VT,225,2
2021-02-03,MI,1290,46
2020-06-24,MI,1400,5
2020-08-25,IN,829,11
2021-02-21,MD,611,28
2020-12-08,VT,97,1
2021-02-01,WA,859,33
2021-06-30,VI,21,0
2021-07-18,MS,724,9
2020-08-15,CT,0,0
2021-07-19,MD,294,7
2021-07-21,DE,45,0
2020-12-30,ID,1340,10
2020-03-30,VT,21,1
2020-04-21,DE,278,17
2020-03-02,WA,0,5
2021-05-31,MI,243,27
2020-04-26,WI,224,6
2021-08-30,ID,760,2
2021-05-23,NV,135,0
2020-05-08,NC,621,19
2020-09-02,VT,2,0
2020-11-23,NC,1719,49
2020-03-24,WA,189,13
2020-11-08,WI,4407,11
2020-12-03,IL,10959,228
2020-04-13,WA,265,0
2021-06-07,NV,209,7
2021-01-27,ND,145,1
2021-04-14,CT,1609,10
2020-07-09,NH,21,1
2021-08-15,AL,2665,24
2020-05-31,VI,0,0
2021-08-19,ME,192,0
2020-01-24,NE,0,0
2021-03-12,NE,321,2
2021-08-30,MT,242,2
2020-10-02,MT,459,3
2020-08-23,ID,191,1
2021-05-11,MO,522,3
2020-08-19,NE,282,3
2021-06-24,AL,209,5
2021-01-30,CT,0,0
2020-08-15,MD,519,8
2020-09-09,DE,103,0
2020-09-01,MD,456,7
2020-07-04,MS,436,21
2020-08-16,IL,1562,18
2020-07-13,MT,2,1
2021-01-26,WI,1564,65
2020-10-31,ND,1127,7
2021-04-21,MS,231,5
2020-07-05,MD,272,6
2021-02-23,AL,870,22
2020-12-16,CA,51770,359
2020-11-08,MS,591,12
2020-01-23,MI,0,0
2021-06-16,AL,194,6
2020-05-14,CA,2438,84
2020-04-13,WI,87,10
2021-01-01,WI,2085,12
2020-05-14,MO,186,14
2020-07-11,NC,2150,24
2020-10-13,AL,1289,21
2020-05-30,WI,523,20
2020-04-09,NC,285,9
2020-09-23,NE,496,1
2020-02-09,IL,0,0
2020-03-31,NH,53,0
2020-03-14,CA,500,0
2020-07-01,DE,186,1
2020-02-18,NV,0,0
2020-11-17,WA,2600,23
2021-03-07,ME,134,0
2020-08-18,NV,683,25
2021-03-23,IN,695,6
2021-01-17,MS,1222,25
2020-03-10,NC,0,0
2020-04-27,VI,2,0
2021-02-19,VI,17,0
2021-08-12,MI,1934,12
2020-04-11,MS,146,11
2021-02-28,ND,43,0
2020-12-14,NV,2579,9
2020-03-30,DE,36,1
2020-10-01,MS,657,12
2020-11-26,IL,12022,156
2020-12-22,MT,623,14
2021-06-17,CA,1091,14
2021-08-27,NH,320,5
2020-02-28,AL,4,0
2020-04-05,IN,458,37
2021-06-01,ID,227,0
2021-03-07,GU,2,0
2021-06-20,NE,39,0
2021-03-15,IN,426,8
2020-02-11,DE,0,0
2020-03-22,WI,100,0
2021-01-31,MO,890,21
2021-06-25,IL,292,7
2020-07-18,NC,1959,23
2021-05-28,NC,633,5
2021-01-23,MS,1120,17
2020-05-25,MS,299,13
2021-06-21,CA,808,11
2020-05-24,NV,90,18
2020-08-05,NV,645,28
2020-11-30,MO,6712,56
2020-04-16,ID,22,0
2020-08-26,NE,375,0
2020-02-03,MI,0,0
2020-06-28,ME,30,1
2020-12-31,IN,6480,80
2020-08-05,MT,164,1
2021-07-24,IL,1297,4
2020-03-09,IN,1,0
2021-05-26,AL,201,3
2020-11-22,ND,714,6
2020-04-10,GU,2,0
2020-10-20,NV,652,15
2020-07-31,VI,15,0
2021-09-03,GU,93,0
2021-03-14,ID,0,0
2020-02-02,VT,0,0
2020-09-08,CT,417,6
2021-02-18,CT,547,20
2020-05-18,IN,477,43
2020-10-24,MO,1278,14
2020-12-15,CT,1470,22
2020-12-12,IL,8737,165
2020-11-14,VI,0,0
2020-04-14,MS,219,20
2020-09-19,NV,323,-7
2020-09-14,DE,84,1
2020-10-30,NH,116,0
2020-10-03,WI,3054,20
2020-09-09,MT,278,0
2020-03-29,WI,0,0
2021-08-04,ME,140,0
2021-06-22,NV,406,7
2020-06-18,MT,36,0
2020-12-07,IL,8691,100
2021-07-19,WA,891,1
2020-10-02,IN,1464,18
2020-11-18,VT,53,1
2021-08-29,MD,530,6
2020-04-30,WA,274,13
2020-07-07,MT,122,0
2020-12-31,NE,1473,40
2020-06-23,AL,1125,21
2020-04-27,NE,342,-1
2021-05-19,NV,348,5
2021-03-02,DE,251,4
2020-06-29,MT,48,0
2020-10-10,MI,1325,19
2021-07-15,MT,68,3
2020-05-07,VI,2,0
2021-07-26,NV,800,8
2021-06-11,MD,86,6
2021-02-03,GU,4,0
2020-08-24,IN,1660,14
2021-02-21,GU,12,0
2020-12-13,MI,2307,128
2020-09-18,DE,82,2
2020-01-26,WA,0,0
2021-08-16,MI,1298,6
2021-07-02,MS,158,4
2021-06-11,IN,395,7
2021-05-15,DE,126,0
2020-08-04,NE,198,0
2020-10-10,NC,2007,30
2020-04-01,VI,0,0
2020-07-23,MS,1137,40
2020-07-24,MS,1203,17
2020-08-07,NV,838,20
2020-06-09,WI,270,15
2021-07-24,NE,98,0
2020-07-26,MO,415,5
2021-05-04,MI,2531,65
2020-03-16,VI,1,0
2020-07-16,WA,1262,6
2021-08-06,DE,228,0
2020-10-07,GU,66,2
2021-06-24,WI,138,15
2020-04-14,NE,48,2
2021-04-06,VT,130,0
2020-03-15,AL,68,1
2020-10-14,ME,20,1
2020-02-02,ME,0,0
2020-12-15,WA,1751,35
2021-07-22,ME,54,0
2021-05-12,ID,225,6
2020-12-15,MD,2405,49
2020-06-12,VT,9,0
2021-09-01,NV,1452,29
2021-01-07,CA,57021,705
2020-02-13,VI,0,0
2021-06-01,GU,14,0
2020-11-26,MI,2494,90
2021-07-19,VI,15,0
2020-10-17,NC,2271,29
2020-01-28,ID,0,0
2020-10-12,MO,2789,20
2021-03-26,MI,5846,21
2020-05-11,WA,240,14
2020-06-19,WI,310,11
2020-05-22,DE,111,2
2021-08-25,ND,356,3
2020-02-07,IL,0,0
2021-01-21,CA,28789,588
2021-04-03,CT,0,0
2020-08-26,IN,938,4
2021-07-19,NC,931,2
2020-11-13,CT,2746,11
2021-09-05,GU,1,0
2020-06-23,NV,464,3
2020-07-07,NH,18,2
2021-04-20,VI,0,0
2021-06-30,IN,399,8
2021-05-31,WA,307,0
2021-08-25,AL,3972,7
2021-08-13,DE,271,0
2020-05-24,NE,170,3
2020-10-09,ID,662,3
2020-05-21,MD,893,24
2021-07-09,NH,23,1
2021-08-26,MS,4041,35
2020-11-18,MS,1226,25
2021-05-07,WI,749,11
2020-10-02,MI,1071,11
2020-10-26,NH,69,2
2020-11-30,GU,37,0
2020-07-08,GU,2,0
2021-01-06,GU,27,1
2021-07-04,IN,244,3
2020-06-22,NE,176,5
2021-02-28,NC,1196,21
2020-09-13,CA,3423,76
2020-03-24,ND,5,0
2020-07-04,ME,0,0
2021-07-16,VT,10,0
2020-03-19,WA,162,8
2020-07-08,CA,11805,118
2021-07-18,GU,1,1
2020-06-05,MD,712,34
2021-08-16,WI,824,2
2021-04-06,AL,473,8
2021-02-07,NH,318,6
2021-05-19,MT,131,0
2020-09-25,WI,2629,9
2020-04-05,CA,1507,53
2020-03-15,MI,495,1
2020-12-11,AL,3944,54
2021-07-02,VT,2,0
2020-03-22,MT,7,0
2020-06-04,MT,0,0
2020-12-04,MI,4948,137
2021-08-12,VI,76,0
2020-06-14,NE,105,0
2020-11-21,NH,484,1
2020-02-27,WA,0,0
2021-05-24,MI,891,40
2020-02-23,MT,0,0
2020-06-18,NE,161,6
2021-08-13,MD,1016,9
2020-07-01,ME,34,0
2020-07-12,ND,91,0
2020-11-23,CA,12908,95
2020-09-12,NH,32,1
2020-03-31,WI,130,2
2020-10-23,WI,4643,49
2020-12-19,IL,7562,120
2020-08-18,CA,2707,131
2020-05-01,WA,297,10
2020-07-12,CA,11487,114
2021-05-10,MT,11,0
2020-06-02,MO,217,4
2021-01-16,NC,6813,127
2021-07-16,ND,25,1
2021-08-24,NH,287,3
2020-02-27,ID,0,0
2021-04-29,NH,271,5
2020-11-25,ID,1773,21
2020-07-15,MT,266,0
2021-07-26,VI,14,0
2021-04-16,IN,1287,12
2021-07-01,AL,298,2
2020-10-25,GU,195,6
2020-11-25,MI,6140,93
2020-06-23,NE,108,7
2020-06-07,NC,482,17
2020-08-28,CA,4715,99
2020-11-27,DE,511,2
2020-09-25,ID,523,1
2020-07-18,ME,2,0
2021-05-09,WI,338,0
2021-08-21,DE,388,3
2020-05-07,CA,2596,67
2020-05-26,VI,0,0
2020-12-15,NC,9020,79
2020-11-03,IN,2881,44
2021-01-21,MI,1815,65
2020-03-03,ME,0,0
2020-08-09,NH,13,0
2021-02-08,CA,7112,309
2020-11-06,VI,0,0
2020-02-21,VT,0,0
2021-05-19,MI,1120,43
2020-05-26,NE,235,3
2021-04-01,NV,350,7
2021-06-24,IN,287,6
2021-09-03,DE,556,0
2020-07-27,NH,5,0
2020-06-25,ME,-1,0
2020-12-03,GU,0,0
2020-11-24,MS,1586,41
2020-09-17,NH,34,0
2020-03-14,CT,0,0
2020-02-26,IN,0,0
2021-07-12,ME,33,0
2020-03-17,MO,45,0
2021-03-30,WA,842,11
2020-02-02,NV,0,0
2021-01-29,MS,1579,19
2020-03-13,WI,1,0
2020-10-13,MS,862,19
2020-05-28,IL,1527,103
2021-03-30,MO,571,6
2020-08-21,VT,4,0
2020-05-07,ME,120,0
2020-02-08,NV,0,0
2021-08-31,ID,1226,32
2021-03-02,MS,342,7
2021-08-23,GU,109,1
2020-09-28,VI,1,1
2020-09-29,VT,3,0
2020-03-31,WA,456,0
2020-12-04,ID,1911,18
2020-04-01,ID,144,0
2021-03-27,GU,4,0
2021-07-30,ME,87,1
2021-03-28,ID,0,0
2021-02-01,VT,105,2
2020-11-12,NV,1469,3
2021-01-14,VT,186,2
2020-03-26,MT,25,1
2020-06-20,VT,3,0
2020-06-01,WI,140,3
2020-03-29,MI,958,70
2021-08-16,MS,3323,16
2020-05-02,VT,4,1
2020-06-17,VT,0,1
2021-02-03,VI,10,0
2020-09-29,NV,402,8
2021-08-22,MO,1444,1
2020-12-27,NH,876,7
2020-08-20,ND,232,2
2020-11-16,GU,0,0
2021-05-31,DE,30,0
2020-10-29,IN,3618,39
2020-03-30,AL,249,9
2020-12-08,WI,4620,81
2020-09-01,DE,67,0
2021-07-15,CT,150,3
2020-01-29,WI,0,0
2020-08-25,CT,29,3
2021-05-12,AL,390,5
2020-02-28,NE,0,0
2021-06-07,MD,78,4
2020-12-05,NE,1526,8
2020-08-31,VT,5,0
2020-09-02,WA,475,4
2020-10-28,NE,1282,8
2020-09-21,ME,40,0
2020-07-07,MO,1238,5
2020-04-18,MO,149,8
2020-05-05,CA,1143,70
2021-07-02,NV,508,5
2020-07-10,VI,14,0
2020-04-06,MT,20,0
2020-09-28,WA,390,0
2020-03-10,MS,25,1
2020-09-24,NH,37,0
2020-11-09,IL,10573,25
2021-08-02,MT,92,2
2021-01-18,NH,1000,0
2021-01-25,VT,111,0
2020-04-02,ID,222,0
2020-10-02,VI,0,0
2020-01-28,NV,0,0
2021-03-14,ME,174,1
2021-09-02,ID,1604,8
2021-07-04,MO,1108,0
2020-10-23,ME,42,0
2020-04-30,MI,1576,104
2021-08-24,IN,3461,14
2021-01-18,ME,385,5
2020-08-11,MD,541,6
2020-03-05,NH,0,0
2020-07-13,NE,230,1
2020-11-30,VT,64,1
2020-05-28,WA,356,11
2020-03-07,MD,0,0
2020-12-18,IN,5961,111
2021-06-13,IL,298,12
2020-07-28,MI,1521,6
2020-03-22,DE,13,0
2020-06-17,MS,521,9
2021-08-30,VT,130,1
2020-04-12,AL,113,10
2020-09-25,AL,860,8
2021-02-28,DE,291,4
2021-03-01,MD,468,11
2021-05-27,IN,656,9
2020-02-13,WA,0,0
2021-08-10,CT,275,1
2020-04-01,MI,1690,129
2020-05-15,NV,130,15
2020-10-03,VI,1,0
2020-08-03,ID,331,3
2021-08-31,NE,890,3
2020-05-02,ME,29,1
2021-08-10,WA,2011,10
2020-07-11,CA,11241,93
2020-05-10,VI,0,0
2021-04-26,MD,677,22
2021-06-16,WI,36,18
2021-06-13,CT,38,0
2020-10-11,VI,0,0
2020-06-24,CT,14,10
2020-06-06,WI,322,12
2021-08-01,NH,109,0
2021-02-24,MS,588,10
2020-12-23,MD,2866,42
2021-03-07,NC,977,21
2020-07-05,CT,0,0
2020-08-30,MI,712,7
2020-05-01,VI,0,0
2020-02-18,MT,0,0
2020-10-21,VI,0,0
2021-04-21,AL,433,6
2020-09-25,MS,634,17
2020-10-28,AL,1483,20
2020-04-05,ID,24,0
2020-05-25,WI,307,4
2021-02-10,VT,63,1
2020-12-19,NE,861,5
2020-10-14,MI,2010,20
2020-09-23,AL,808,20
2020-12-01,AL,4058,30
2020-04-28,WA,156,21
2020-05-28,ME,37,1
2020-04-25,MT,1,0
2020-01-31,CA,1,0
2020-12-24,NC,7240,63
2021-05-04,MD,679,12
2020-07-08,MS,1083,28
2020-06-23,NH,13,4
2020-07-05,WI,533,0
2020-03-30,CA,942,26
2020-10-28,MS,775,18
2020-06-24,NV,364,3
2021-06-15,IN,303,8
2020-04-20,AL,293,8
2020-09-06,ID,190,1
2020-06-13,MD,396,18
2021-02-21,VI,0,0
2020-11-04,DE,220,4
2020-09-06,AL,584,20
2020-04-23,ID,34,0
2020-12-26,NE,173,1
2020-02-25,ID,0,0
2021-01-05,WA,2008,59
2020-06-05,IL,1156,59
2020-06-02,MI,1063,20
2020-08-06,VT,10,0
2020-06-22,NH,14,0
2020-10-08,CA,3817,50
2021-03-05,NC,1698,17
2021-08-20,IN,4103,16
2021-06-26,CA,1471,11
2021-03-21,NH,227,0
2021-04-18,MS,142,2
2021-02-16,ME,103,3
2021-08-20,MI,1975,11
2021-08-20,ND,209,1
2020-10-17,MO,937,34
2020-04-05,NC,114,11
2021-05-08,IN,1047,9
2021-05-25,CT,181,2
2021-07-17,MS,724,4
2020-12-02,ID,1429,31
2020-04-20,GU,0,0
2020-03-09,DE,0,0
2020-08-18,NE,255,6
2021-08-12,NH,306,1
2020-08-08,IL,2190,18
2020-11-26,CT,0,0
2021-09-02,GU,197,1
2021-02-22,CT,2233,39
2021-01-30,NC,4931,88
2021-05-06,MD,768,10
2021-01-25,GU,19,1
2021-08-01,MI,592,1
2020-06-18,WI,463,7
2021-02-21,NE,158,0
2020-08-14,CA,6031,112
2020-01-31,WI,0,0
2020-10-04,IL,1453,17
2021-06-09,VI,44,0
2020-09-12,AL,627,23
2020-10-21,MS,877,17
2021-05-22,ND,26,0
2020-05-06,MI,1482,57
2021-09-05,NC,6297,30
2021-01-14,ME,826,16
2021-03-05,ID,240,0
2020-06-26,ND,28,9
2021-01-07,ND,282,11
2021-03-15,NH,198,0
2021-06-07,CT,67,7
2020-06-18,VI,0,0
2020-07-12,DE,179,-1
2021-06-01,CT,57,6
2021-08-26,MD,1374,0
2020-12-17,IL,8828,208
2020-07-20,NH,46,0
2021-08-17,VT,116,0
2021-07-16,CA,5983,13
2020-12-11,NH,1188,6
2020-07-02,MT,40,1
2021-05-05,GU,4,1
2021-07-10,MT,28,0
2021-06-30,CT,51,2
2021-01-25,NE,623,15
2021-04-20,MS,302,3
2020-08-21,IN,1040,9
2021-08-22,NV,1022,8
2020-07-12,MT,164,2
2020-08-31,IL,1668,7
2020-03-27,WI,135,5
2021-04-25,MD,557,11
2021-03-12,NC,1632,10
2020-03-15,ME,9,0
2021-06-03,ME,71,1
2020-05-28,MI,1052,28
2021-08-26,WA,3843,23
2020-04-11,MD,726,43
2020-02-06,NC,0,0
2021-09-02,MS,3352,18
2021-02-24,CA,5072,191
2020-05-21,CA,2425,75
2020-01-29,VT,0,0
2020-05-18,MO,208,15
2021-04-06,GU,3,0
2021-07-11,WI,112,0
2020-09-11,DE,132,0
2021-08-07,NV,1003,11
2020-01-25,MS,0,0
2021-07-28,AL,3081,11
2020-11-15,WI,6320,12
2021-02-01,NE,480,8
2020-08-13,WA,643,12
2021-04-07,NH,425,1
2020-06-23,ME,23,0
2020-09-27,IL,1604,13
2020-12-09,AL,4095,58
2020-04-29,IL,2253,90
2021-04-05,AL,571,7
2020-08-12,DE,94,2
2020-12-01,MS,2155,47
2020-12-04,ME,282,3
2020-08-22,MT,160,1
2020-06-11,MS,460,6
2021-03-02,ND,110,1
2020-08-21,MS,752,27
2020-09-14,ND,233,2
2020-07-13,WA,1077,-39
2021-03-03,NH,187,5
2020-07-09,VT,14,0
2020-08-05,MD,579,9
2020-11-21,MS,779,17
2021-02-05,DE,573,56
2021-02-07,CA,9992,401
2020-10-15,MT,877,2
2020-01-23,ME,0,0
2021-08-21,NE,288,0
2020-04-30,MT,2,0
2021-06-29,ID,77,4
2020-01-23,IL,0,0
2020-04-17,MO,163,10
2020-03-07,WI,0,0
2021-07-10,NE,39,0
2020-11-14,NV,2269,15
2020-11-19,MT,1236,0
2020-07-25,CA,8560,140
2020-10-23,MD,796,7
2021-05-25,WA,921,13
2020-05-17,NE,112,0
2021-04-06,ID,346,2
2020-10-26,CA,3351,48
2021-01-08,VT,206,0
2020-11-03,DE,117,0
2021-03-21,MS,143,6
2020-01-22,VI,0,0
2021-07-05,CA,1808,13
2020-10-07,ID,671,8
2020-05-31,WI,173,4
2021-08-04,VT,23,0
2020-10-12,MS,925,18
2021-03-01,GU,8,1
2021-09-07,DE,348,0
2021-01-13,NE,1075,12
2021-03-29,GU,1,0
2021-07-22,MT,141,1
2020-09-30,DE,178,1
2021-07-05,DE,16,0
2020-06-14,MI,301,9
2020-08-09,NC,732,22
2020-08-09,CT,0,0
2021-06-05,ME,78,0
2020-12-07,VI,31,0
2020-04-05,NE,45,0
2020-02-12,MI,0,0
2020-10-08,NC,2151,26
2021-02-17,IN,935,29
2020-10-06,NC,2755,27
2020-06-28,NH,76,2
2020-07-28,DE,142,1
2020-09-05,NH,56,0
2021-02-17,NC,3197,40
2020-08-01,ID,393,8
2020-08-25,WI,687,13
2021-07-27,MT,259,4
2021-07-11,DE,55,0
2020-06-10,ND,40,1
2020-04-21,MD,582,50
2020-07-11,VT,5,0
2021-07-15,MS,534,8
2021-03-20,GU,0,0
2021-08-07,ME,2,0
2021-04-11,MI,4644,46
2020-04-01,WA,428,51
2020-11-17,MS,1196,23
2020-07-16,NC,2266,16
2021-08-20,IL,4904,26
2020-11-04,VI,0,1
2020-03-24,AL,161,1
2020-08-20,IL,1832,27
2021-04-24,MT,175,4
2020-05-27,ND,17,2
2020-11-19,ME,224,2
2020-05-06,GU,6,0
2020-05-22,NC,861,18
2021-06-30,ND,11,0
2021-01-29,MI,1312,52
2020-11-23,DE,447,9
2021-03-24,ID,435,1
2020-12-26,MS,1819,33
2020-12-25,NV,1853,27
2020-12-27,MT,347,5
2021-03-31,CA,2924,45
2021-07-14,GU,2,0
2020-05-29,MI,1054,25
2021-06-30,NV,558,3
2021-08-24,IL,2989,16
2020-09-12,IL,2121,22
2021-04-20,IL,2587,13
2020-07-27,DE,71,1
2021-05-23,ND,30,0
2020-02-21,IL,0,0
2021-04-05,NH,279,0
2020-08-31,NH,21,0
2021-03-12,VT,121,2
2020-11-20,MO,4871,59
2020-12-06,VT,110,3
2021-03-08,ND,95,0
2020-10-24,ND,845,8
2020-06-29,MS,889,23
2020-02-14,WI,0,0
2020-11-28,IN,4471,75
2021-03-25,MT,164,4
2021-04-30,ME,317,0
2020-08-06,GU,14,0
2021-07-09,MS,253,8
2021-01-26,AL,2910,76
2020-06-12,IL,732,78
2021-01-21,WI,2569,55
2020-07-05,NC,589,17
2020-05-19,ID,21,3
2020-09-06,MT,100,1
2021-08-03,MS,2821,14
2021-02-05,IN,1493,33
2020-07-22,VT,2,0
2021-03-03,MI,1685,11
2020-11-09,ND,2037,35
2020-07-06,NE,117,-1
2020-04-07,NC,399,4
2020-02-12,IN,0,0
2020-09-13,NV,317,3
2020-05-09,CA,2150,84
2020-08-20,GU,168,1
2020-04-01,GU,6,1
2021-01-02,MO,2722,39
2020-07-04,IL,862,9
2020-10-09,MD,636,8
2021-07-10,ME,1,0
2021-04-16,ME,413,1
2020-12-03,DE,928,0
2020-10-15,MO,2067,28
2021-03-19,MO,472,4
2020-07-18,IN,841,10
2020-07-17,IL,1427,13
2020-02-09,CT,0,0
2020-12-24,MD,2432,43
2020-05-22,MS,321,12
2020-05-05,MD,1046,56
2021-05-16,MS,100,1
2020-12-20,MT,551,1
2021-03-31,MI,6914,39
2020-09-26,MD,431,7
2020-12-21,IL,4699,120
2021-03-25,MO,555,9
2020-03-03,NE,0,0
2020-12-08,MT,755,21
2020-11-30,IL,6190,103
2020-02-16,GU,0,0
2021-01-08,MS,3546,63
2020-09-03,ND,344,0
2020-05-17,CT,716,69
2021-06-26,NE,27,0
2021-07-26,CT,197,2
2020-02-26,CT,0,0
2021-03-19,MS,355,5
2021-07-21,WA,960,7
2021-01-19,MT,288,0
2021-04-22,ME,371,2
2020-04-08,WI,178,7
2020-08-08,MS,703,12
2021-06-11,NE,27,2
2021-04-08,AL,418,3
2020-03-16,MD,20,0
2021-06-10,IN,460,10
2020-04-28,MO,366,16
2021-01-07,ME,782,42
2020-02-27,MO,0,0
2020-02-12,NE,0,0
2021-03-27,IN,996,8
2020-08-31,ND,184,2
2021-02-18,NE,425,18
2021-06-26,MO,655,0
2020-06-11,NV,253,28
2021-05-09,VI,7,0
2020-11-01,GU,0,0
2020-01-24,VI,0,0
2020-09-20,AL,582,16
2020-06-12,MS,502,7
2021-04-29,VT,86,0
2020-08-27,MT,144,0
2020-06-14,VI,0,0
2021-07-16,MI,367,6
2021-08-08,WA,2232,3
2020-07-06,ID,319,1
2021-02-19,MO,789,17
2020-01-31,ID,0,0
2020-08-14,IN,1067,17
2020-03-15,WA,115,2
2020-02-15,NV,0,0
2020-12-19,GU,0,0
2021-05-13,MD,512,15
2020-02-07,NH,0,0
2020-11-23,ND,1004,37
2020-12-20,WA,2073,0
2021-02-22,ND,104,1
2021-08-08,MT,129,0
2020-02-20,MT,0,0
2021-03-25,IL,2190,34
2021-01-22,MI,1859,60
2020-12-29,CT,767,20
2021-05-07,ID,187,8
2021-04-11,VI,0,0
2020-05-22,VI,0,0
2020-09-06,WA,420,0
2021-01-29,NE,720,0
2020-11-11,NC,3814,30
2020-08-11,MO,1356,13
2020-06-16,MS,560,12
2020-12-18,MI,3027,125
2021-01-14,MD,2924,51
2021-08-29,MI,1877,7
2020-12-01,VI,0,0
2021-08-04,MT,295,2
2021-02-22,ID,434,0
2021-05-03,ID,125,7
2021-01-02,NV,1825,5
2020-10-29,MT,887,12
2020-03-18,NC,109,0
2020-10-31,IN,3465,36
2020-05-07,NV,103,7
2020-03-08,DE,0,0
2021-05-19,CA,1448,18
2020-10-24,MD,792,6
2020-12-01,WA,2457,31
2020-08-22,IL,2356,17
2021-06-13,WI,66,0
2021-08-05,MS,2094,13
2020-10-05,AL,1281,28
2020-05-29,CT,203,42
2020-06-10,MT,7,0
2021-08-20,VI,162,1
2021-08-16,NC,3041,27
2021-03-02,MO,637,7
2020-12-17,MS,2083,36
2021-03-22,IN,543,7
2020-02-16,IL,0,0
2020-09-26,NC,1356,27
2021-04-09,WI,1194,5
2021-06-18,AL,154,2
2021-06-03,ND,106,3
2021-05-09,ME,214,0
2021-08-04,NV,993,24
2020-03-16,NV,29,1
2020-08-29,VI,11,0
2020-09-07,VI,1,1
2020-05-11,MT,1,0
2021-03-24,DE,216,0
2021-07-11,MD,40,0
2020-11-09,VT,25,0
2020-02-13,CA,5,0
2020-01-26,NE,0,0
2020-10-03,DE,122,0
2021-07-12,WI,116,3
2020-08-06,NH,23,1
2020-08-23,MI,821,12
2021-05-28,WI,265,16
2021-02-05,MI,1211,47
2020-05-02,NV,84,3
2021-08-03,ID,680,6
2020-11-22,WA,2651,0
2020-10-11,ID,365,0
2020-11-03,GU,184,1
2020-07-31,CT,140,1
2020-10-31,WA,978,0
2021-06-13,MO,301,0
2020-09-23,NC,1641,29
2020-10-26,WA,596,25
2020-06-27,NV,1104,2
2020-10-23,NH,118,1
2020-04-24,GU,1,0
2021-03-02,NC,2549,21
2020-07-31,NH,39,0
2021-08-19,MD,1206,6
2021-04-25,VI,3,0
2020-01-30,MT,0,0
2020-05-07,WA,334,21
2020-04-23,MI,1284,112
2021-05-04,MT,223,3
2020-07-13,VT,6,0
2021-02-22,MI,1419,27
2020-07-25,NV,1897,23
2021-01-01,ID,0,0
2020-05-02,IN,665,45
2020-12-17,CA,50603,379
2021-02-21,IN,893,22
2021-01-26,GU,2,0
2020-06-21,MD,297,13
2020-04-20,NH,55,1
2020-08-02,WI,932,1
2020-07-21,DE,59,2
2020-04-12,VI,0,0
2021-01-04,NV,1414,23
2020-04-28,MI,1218,105
2020-03-08,WA,26,2
2020-05-29,ND,39,2
2020-03-31,IN,373,25
2021-03-18,DE,202,1
2020-05-29,NC,1016,19
2021-03-26,WI,822,4
2020-11-18,IN,6015,76
2020-04-11,WA,458,16
2021-02-07,ID,0,0
2020-04-25,MO,118,14
2020-11-11,WA,1664,0
